tweet_id,username,name,profile_picture,replies,retweets,likes,is_retweet,posted_time,content,hashtags,mentions,images,videos,tweet_url,link
1648732790874054656,diesonnenlicht,Curadora de Diversidade da Farofa,https://pbs.twimg.com/profile_images/1646615495330725888/WYxxw5pL_bigger.jpg,3,5,18,False,2023-04-19T16:58:23+00:00,Um minuto de silêncio para apreciarmos a superioridade do BRT amarelo.,[],[],['https://pbs.twimg.com/ext_tw_video_thumb/1648732688960847872/pu/img/G3YBcp-nJe737Bjt.jpg'],['blob:https://twitter.com/f31b3d0e-2073-4e92-b2cc-471df461f4be'],https://twitter.com/diesonnenlicht/status/1648732790874054656,
1630963373234876416,igordosus,Igor do SUS,https://pbs.twimg.com/profile_images/1598351115694874625/TkSni6sH_bigger.jpg,56,109,1367,False,2023-03-01T16:09:04+00:00,"Gente, MILAGRE!!!!

Tá rodando um BRT amarelo novo com ar condicionado, sai até voz automática igual aquela do metrô ""porta de fechando"". Parece q adicionaram uma nova linha (38) q vai só até o Fundão tbm.

CARALHO, EU TO CHOCADO",[],[],[],[],https://twitter.com/igordosus/status/1630963373234876416,
1653372392872329219,naoculpeopedro,incidente fecal no sbt,https://pbs.twimg.com/profile_images/1665218822314311681/pSU4JuwV_bigger.jpg,2,1,10,False,2023-05-02T12:14:31+00:00,"ele chegou

o BRT amarelo chegou na zona oeste",[],[],['https://pbs.twimg.com/media/FvH1bOnXsAA1TOX?format=jpg&name=small'],[],https://twitter.com/naoculpeopedro/status/1653372392872329219,
1641951081759404032,naoculpeopedro,incidente fecal no sbt,https://pbs.twimg.com/profile_images/1665218822314311681/pSU4JuwV_bigger.jpg,2,0,22,False,2023-03-31T23:50:18+00:00,como é bonito o BRT amarelo parabéns a todos ,[],[],['https://pbs.twimg.com/media/FslhzXSXsAEnsgy?format=jpg&name=small'],[],https://twitter.com/naoculpeopedro/status/1641951081759404032,
1630955804705652739,zwnetti,pedro,https://pbs.twimg.com/profile_images/1665938660494024704/O0gCcbn5_bigger.jpg,1,1,10,False,2023-03-01T15:39:00+00:00,"EU VI UM BRT AMARELO NA ESTAÇAO DE OLARIA, EU NAO TO MALUCO",[],[],[],[],https://twitter.com/zwnetti/status/1630955804705652739,
1631333621012340745,zwnetti,pedro,https://pbs.twimg.com/profile_images/1665938660494024704/O0gCcbn5_bigger.jpg,3,0,17,False,2023-03-02T16:40:18+00:00,"eu peguei um BRT amarelo 

eu to chorando de emoção ",[],[],[],[],https://twitter.com/zwnetti/status/1631333621012340745,
1652761017418412035,davidcstaneda,pam,https://pbs.twimg.com/profile_images/1669290484404027399/_K_YeqTw_bigger.jpg,0,0,0,False,2023-04-30T19:45:08+00:00,peguei o brt amarelo!!!!!!!!!!!!!!!,[],[],['https://pbs.twimg.com/media/Fu_JYb0X0AE8E4p?format=jpg&name=small'],[],https://twitter.com/davidcstaneda/status/1652761017418412035,
1583260476372553729,O_RaphaelCabral,Dr.Esquizo,https://pbs.twimg.com/profile_images/1664311135963688961/MGtddB6q_bigger.jpg,0,1,3,False,2022-10-21T00:54:47+00:00,BRT AMARELO MT FEIO,[],[],[],[],https://twitter.com/O_RaphaelCabral/status/1583260476372553729,
1612965482063069184,mvcarvalhom,spider-stylist,https://pbs.twimg.com/profile_images/1666600269294059521/McDwDrvs_bigger.jpg,0,1,3,False,2023-01-11T00:11:53+00:00,"amando esse BRT amarelo, tudo funcionando, aff amo demais, 
@eduardopaes",[],['eduardopaes'],['https://pbs.twimg.com/ext_tw_video_thumb/1412881232904474630/pu/img/18yutDHPthtj9IZO.jpg'],['blob:https://twitter.com/1f430246-c771-4348-bdfc-9750f3330eb2'],https://twitter.com/mvcarvalhom/status/1612965482063069184,
1630965158368378882,zwnetti,pedro,https://pbs.twimg.com/profile_images/1665938660494024704/O0gCcbn5_bigger.jpg,2,1,20,False,2023-03-01T16:16:10+00:00,"eu só tenho amigo FUDIDO

todo mundo mandando a foto do BRT amarelo na transcarioca e dizendo que ta ansioso pra andar",[],[],[],[],https://twitter.com/zwnetti/status/1630965158368378882,
1648732790874054656,diesonnenlicht,Curadora de Diversidade da Farofa,https://pbs.twimg.com/profile_images/1646615495330725888/WYxxw5pL_bigger.jpg,3,5,18,False,2023-04-19T16:58:23+00:00,Um minuto de silêncio para apreciarmos a superioridade do BRT amarelo.,[],[],['https://pbs.twimg.com/ext_tw_video_thumb/1648732688960847872/pu/img/G3YBcp-nJe737Bjt.jpg'],['blob:https://twitter.com/99ffc0cb-1c19-475c-802a-b9432b9579ff'],https://twitter.com/diesonnenlicht/status/1648732790874054656,
1630963373234876416,igordosus,Igor do SUS,https://pbs.twimg.com/profile_images/1598351115694874625/TkSni6sH_bigger.jpg,56,109,1367,False,2023-03-01T16:09:04+00:00,"Gente, MILAGRE!!!!

Tá rodando um BRT amarelo novo com ar condicionado, sai até voz automática igual aquela do metrô ""porta de fechando"". Parece q adicionaram uma nova linha (38) q vai só até o Fundão tbm.

CARALHO, EU TO CHOCADO",[],[],[],[],https://twitter.com/igordosus/status/1630963373234876416,
1653372392872329219,naoculpeopedro,incidente fecal no sbt,https://pbs.twimg.com/profile_images/1665218822314311681/pSU4JuwV_bigger.jpg,2,1,10,False,2023-05-02T12:14:31+00:00,"ele chegou

o BRT amarelo chegou na zona oeste",[],[],['https://pbs.twimg.com/media/FvH1bOnXsAA1TOX?format=jpg&name=small'],[],https://twitter.com/naoculpeopedro/status/1653372392872329219,
1641951081759404032,naoculpeopedro,incidente fecal no sbt,https://pbs.twimg.com/profile_images/1665218822314311681/pSU4JuwV_bigger.jpg,2,0,22,False,2023-03-31T23:50:18+00:00,como é bonito o BRT amarelo parabéns a todos ,[],[],['https://pbs.twimg.com/media/FslhzXSXsAEnsgy?format=jpg&name=small'],[],https://twitter.com/naoculpeopedro/status/1641951081759404032,
1630955804705652739,zwnetti,pedro,https://pbs.twimg.com/profile_images/1665938660494024704/O0gCcbn5_bigger.jpg,1,1,10,False,2023-03-01T15:39:00+00:00,"EU VI UM BRT AMARELO NA ESTAÇAO DE OLARIA, EU NAO TO MALUCO",[],[],[],[],https://twitter.com/zwnetti/status/1630955804705652739,
1631333621012340745,zwnetti,pedro,https://pbs.twimg.com/profile_images/1665938660494024704/O0gCcbn5_bigger.jpg,3,0,17,False,2023-03-02T16:40:18+00:00,"eu peguei um BRT amarelo 

eu to chorando de emoção ",[],[],[],[],https://twitter.com/zwnetti/status/1631333621012340745,
1652761017418412035,davidcstaneda,pam,https://pbs.twimg.com/profile_images/1669290484404027399/_K_YeqTw_bigger.jpg,0,0,0,False,2023-04-30T19:45:08+00:00,peguei o brt amarelo!!!!!!!!!!!!!!!,[],[],['https://pbs.twimg.com/media/Fu_JYb0X0AE8E4p?format=jpg&name=small'],[],https://twitter.com/davidcstaneda/status/1652761017418412035,
1583260476372553729,O_RaphaelCabral,Dr.Esquizo,https://pbs.twimg.com/profile_images/1664311135963688961/MGtddB6q_bigger.jpg,0,1,3,False,2022-10-21T00:54:47+00:00,BRT AMARELO MT FEIO,[],[],[],[],https://twitter.com/O_RaphaelCabral/status/1583260476372553729,
1612965482063069184,mvcarvalhom,spider-stylist,https://pbs.twimg.com/profile_images/1666600269294059521/McDwDrvs_bigger.jpg,0,1,3,False,2023-01-11T00:11:53+00:00,"amando esse BRT amarelo, tudo funcionando, aff amo demais, 
@eduardopaes",[],['eduardopaes'],['https://pbs.twimg.com/ext_tw_video_thumb/1412881232904474630/pu/img/18yutDHPthtj9IZO.jpg'],['blob:https://twitter.com/3fbcaf3d-19d7-4bf4-981b-83fab9f85070'],https://twitter.com/mvcarvalhom/status/1612965482063069184,
1650536318370209793,lucasmeio_,yami lucarmei,https://pbs.twimg.com/profile_images/1666509924560412693/OzRvuTSN_bigger.jpg,1,2,2,False,2023-04-24T16:24:58+00:00,eu te amo brt amarelo com ar e Led eu te amo,[],[],[],[],https://twitter.com/lucasmeio_/status/1650536318370209793,
1630965158368378882,zwnetti,pedro,https://pbs.twimg.com/profile_images/1665938660494024704/O0gCcbn5_bigger.jpg,2,1,20,False,2023-03-01T16:16:10+00:00,"eu só tenho amigo FUDIDO

todo mundo mandando a foto do BRT amarelo na transcarioca e dizendo que ta ansioso pra andar",[],[],[],[],https://twitter.com/zwnetti/status/1630965158368378882,
1631116754041618432,obitarzinho,Bitar,https://pbs.twimg.com/profile_images/1637975175701356544/ierudacA_bigger.jpg,1,0,3,False,2023-03-02T02:18:33+00:00,Já quero esse rolê da História 2020 no brt amarelo,[],[],['https://pbs.twimg.com/media/FqLkCVvWAAE2z94?format=jpg&name=small'],[],https://twitter.com/obitarzinho/status/1631116754041618432,
1630966228926726146,BECCARDlGAN,arrascabecca,https://pbs.twimg.com/profile_images/1667647243279560704/1C-yM_ok_bigger.jpg,3,3,18,False,2023-03-01T16:20:25+00:00,"já peguei o brt amarelo na barra e tenho algo a dizer, se funcionar direitinho e ngm começar a zoar o bagulho depredando, eu irei parar de falar mal do brt nesta rede",[],[],[],[],https://twitter.com/BECCARDlGAN/status/1630966228926726146,
1630980507025408000,OGgusta7,OG,https://pbs.twimg.com/profile_images/1632754441592946690/-gU63Jm3_bigger.jpg,0,2,2,False,2023-03-01T17:17:09+00:00,Hj os homens só querem saber de uma coisa: BRT amarelo,[],[],[],[],https://twitter.com/OGgusta7/status/1630980507025408000,
1633061554303168513,Larissa98602783,Larissa,https://pbs.twimg.com/profile_images/1658213939144957952/5edTobXe_bigger.jpg,0,7,5,False,2023-03-07T11:06:30+00:00,"Esse BRT amarelo e mt bommm ,o sufoco que eu passava c o azul não tava no gibi kkkkkkkkkkkkkk",[],[],[],[],https://twitter.com/Larissa98602783/status/1633061554303168513,
1579777380352081920,aleixacs2,aleixinha,https://pbs.twimg.com/profile_images/1612942827343777795/tCNIjt_O_bigger.jpg,2,0,1,False,2022-10-11T10:14:12+00:00,esse novo brt amarelo é ridículo,[],[],[],[],https://twitter.com/aleixacs2/status/1579777380352081920,
1603733835120009217,nocavalcante,núbia cavalcante,https://pbs.twimg.com/profile_images/1608225386378280961/t5Yq4HsQ_bigger.jpg,1,0,2,False,2022-12-16T12:48:36+00:00,"08:47: Se eu for a primeira pessoa do grupo a pegar o brt amarelo vou saber que Deus é justo

09:38:",[],[],['https://pbs.twimg.com/media/FkGbbAQXoAEyYsK?format=jpg&name=medium'],[],https://twitter.com/nocavalcante/status/1603733835120009217,
1603722513745338369,ThanksButNo_,gabriel,https://pbs.twimg.com/profile_images/1634019832701042688/TwN2dVba_bigger.jpg,2,0,6,False,2022-12-16T12:03:37+00:00,mds brt amarelo vc é muito FEIO,[],[],[],[],https://twitter.com/ThanksButNo_/status/1603722513745338369,
1607762428372160512,thallespqd,De Moura,https://pbs.twimg.com/profile_images/1575556749289029646/0Sc-41Rj_bigger.jpg,1,0,1,False,2022-12-27T15:36:48+00:00,"Os BRT amarelo ficou aulas, mas os vândalos já começaram a destruir",[],[],[],[],https://twitter.com/thallespqd/status/1607762428372160512,
1631664931241177089,violenceboyln,dæni,https://pbs.twimg.com/profile_images/1650306051344924672/-HJW79kU_bigger.jpg,2,0,2,False,2023-03-03T14:36:49+00:00,peguei um brt amarelo e ele tava com ar condicionado e vazio de novo meio que o eduardo paes ta sendo um pai para mim,[],[],['https://pbs.twimg.com/media/FqTWm2vWYAU7iy_?format=jpg&name=small'],[],https://twitter.com/violenceboyln/status/1631664931241177089,
1668584875941560322,pascalorian,n,https://pbs.twimg.com/profile_images/1547390478206787587/O1TGizWX_bigger.jpg,0,0,0,False,2023-06-13T11:43:29+00:00,o brt amarelo é tão superior,[],[],[],[],https://twitter.com/pascalorian/status/1668584875941560322,
1665009047341350913,jswrter,︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎,https://pbs.twimg.com/profile_images/1667972818200326145/oRXLaJlC_bigger.jpg,0,0,0,False,2023-06-03T14:54:25+00:00,"Alegria do pobre carioca é pegar o BRT amarelo, eu tô gelada de frio sendo que estava morrendo de calor no Santa Cruz",[],[],[],[],https://twitter.com/jswrter/status/1665009047341350913,
1649572324272742400,vitorinhabxd,marcotemporalnão,https://pbs.twimg.com/profile_images/1668484632990416897/sK0hi-Ce_bigger.jpg,2,0,2,False,2023-04-22T00:34:24+00:00,esse brt amarelo é muito lindinho,[],[],[],[],https://twitter.com/vitorinhabxd/status/1649572324272742400,
1652042194235039758,limabrunas,bruninha,https://pbs.twimg.com/profile_images/1669321077120552961/IG8hFJNv_bigger.jpg,1,0,3,False,2023-04-28T20:08:47+00:00,brt amarelo gostoso demais,[],[],[],[],https://twitter.com/limabrunas/status/1652042194235039758,
1634137154585518081,jvchagas21,joão,https://pbs.twimg.com/profile_images/1498727929844580355/Etd1r_X7_bigger.jpg,3,0,1,False,2023-03-10T10:20:33+00:00,"esse brt amarelo tá pica, saí da taquara pra alvorada em 20 minutos outro dia e hoje saí de casa pra taquara em 15 minutos. não dou 2 meses pra quebrarem tudo.",[],[],[],[],https://twitter.com/jvchagas21/status/1634137154585518081,
1653412031498711042,Guilhermetsneto,Guilerme,https://pbs.twimg.com/profile_images/1554584834730762244/GbRmMRN7_bigger.jpg,0,1,1,False,2023-05-02T14:52:01+00:00,Te amo brt amarelo,[],[],[],[],https://twitter.com/Guilhermetsneto/status/1653412031498711042,
1610274819286925312,Biel_03FFC,GB,https://pbs.twimg.com/profile_images/1668415686907920386/1EAAFeUe_bigger.jpg,0,1,2,False,2023-01-03T14:00:09+00:00,Diferença sinistra do brt amarelo pro azul,[],[],[],[],https://twitter.com/Biel_03FFC/status/1610274819286925312,
1631973330956763136,gabrielalvez,vezal,https://pbs.twimg.com/profile_images/1604440697544785921/VkXigqix_bigger.jpg,0,2,11,True,2023-03-04T11:02:17+00:00,"Daqui a pouco eu arrumo um cargo público de tanto defender esse cara

Esse safado está asfaltando o Rj todo, as obras da av brasil pelo menos voltaram, uma porrada de brt amarelo na rua

Tem mta coisa pra acertar de infra estrutura na cidade, mas já melhorou 40%",[],[],['https://pbs.twimg.com/ext_tw_video_thumb/1631961599765274624/pu/img/4cBMnWlMcvbViiNr.jpg'],['blob:https://twitter.com/c9328f4e-8c04-459b-ba42-2c0588a3ae97'],https://twitter.com/gabrielalvez/status/1631973330956763136,
1637073626477232128,Carioca19951993,Carioca,https://pbs.twimg.com/profile_images/1428953671262478337/vrwHQLVm_bigger.jpg,0,0,0,False,2023-03-18T12:49:02+00:00,"Eu vi um o brt amarelo na Dutra , altura da cidade de Taubaté SP.   Indo sentido Rio.",[],[],[],[],https://twitter.com/Carioca19951993/status/1637073626477232128,
1647403823768412162,Miranda_Duarda,A louca dos incensos ⚢,https://pbs.twimg.com/profile_images/1648537300760969217/KAGp9XyR_bigger.jpg,0,0,0,False,2023-04-16T00:57:33+00:00,esse brt amarelo tá um luxo em kkkkk q delícia,[],[],[],[],https://twitter.com/Miranda_Duarda/status/1647403823768412162,
1631012199878590464,Iae_carlos06,+ C,https://pbs.twimg.com/profile_images/1481372512671969286/RJrgz9GW_bigger.jpg,0,1,0,False,2023-03-01T19:23:05+00:00,Crlh vim de brt amarelo pra casa ,[],[],[],[],https://twitter.com/Iae_carlos06/status/1631012199878590464,
1660588741105164288,johndofervo,FIREBOY,https://pbs.twimg.com/profile_images/1620562244772806657/MeLw3B4S_bigger.jpg,0,0,0,False,2023-05-22T10:09:42+00:00,Acho esse BRT amarelo tão bonitinho,[],[],[],[],https://twitter.com/johndofervo/status/1660588741105164288,
1643985253793660936,yasbadgirl,amy exemplar,https://pbs.twimg.com/profile_images/1659259122733264896/sAWdVoUQ_bigger.jpg,0,0,1,False,2023-04-06T14:33:22+00:00,acabei de pegar o brt amarelo novo toda vez que isso me acontece eu me sinto arrebatada dudu muito obrigada por tudo painho EU TE AMOOOOOOOOOOO,[],[],['https://pbs.twimg.com/media/FtCb3tHakAYKFwW?format=jpg&name=small'],[],https://twitter.com/yasbadgirl/status/1643985253793660936,
1631286968532316164,ana_letici2,Ana,https://pbs.twimg.com/profile_images/1668681827412836353/z3-r6w2T_bigger.jpg,0,0,2,False,2023-03-02T13:34:55+00:00,"brt amarelo por aqui, mas que luxo eu estou sonhando ",[],[],[],[],https://twitter.com/ana_letici2/status/1631286968532316164,
1648440070964408322,silvyalopess,silvya,https://pbs.twimg.com/profile_images/1660453629550026754/9jmXGOv4_bigger.jpg,0,0,0,False,2023-04-18T21:35:14+00:00,minha vida mudou depois q eu descobri que tem carregador de baixo de cada um dos bancos do brt amarelo eu nunca mais fui triste depois disso,[],[],[],[],https://twitter.com/silvyalopess/status/1648440070964408322,
1643739479499329538,mi_chelecosta,Michele Costa,https://pbs.twimg.com/profile_images/1642221409379254328/LQs_SQg7_bigger.jpg,0,0,0,False,2023-04-05T22:16:45+00:00,"O tema de festa da criança de JPA é diferente... O Dani só tem dois anos e, acreditem se quiser, escolheu a festinha do brt amarelo que ele ama ! Ele está de uniforme de motorista e tudo  Adoro!",[],[],['https://pbs.twimg.com/media/Fs-7HBAXgAA_LlZ?format=jpg&name=small'],[],https://twitter.com/mi_chelecosta/status/1643739479499329538,
1633419439222734857,sigurdsnake,uncle JHONNY made my dress that cheap spendex,https://pbs.twimg.com/profile_images/1607219096164225026/sRFBzWIs_bigger.jpg,1,0,5,False,2023-03-08T10:48:36+00:00,edusrdo paes adorei o brt amarelo mas cade o 30 semidireto,[],[],[],[],https://twitter.com/sigurdsnake/status/1633419439222734857,
1645904007750373378,faelpx1,Odᥱ́ Mᥱᥒιᥒ᥆,https://pbs.twimg.com/profile_images/1632542293734432768/VviyvBfD_bigger.jpg,0,0,1,False,2023-04-11T21:37:49+00:00,Esse BRT amarelo é uma benção kkkkkkk,[],[],[],[],https://twitter.com/faelpx1/status/1645904007750373378,
1642956058070224896,kahcc_,emoxinha,https://pbs.twimg.com/profile_images/1659956326552723457/csGVvAul_bigger.jpg,0,0,1,False,2023-04-03T18:23:43+00:00,te amo brt amarelo te amo,[],[],[],[],https://twitter.com/kahcc_/status/1642956058070224896,
1638575604814565378,an_magnani,ana clara,https://pbs.twimg.com/profile_images/1655725289350090752/yYr2Z0xn_bigger.jpg,3,1,1,False,2023-03-22T16:17:22+00:00,"o brt amarelo não vai chegar aqui nunca. não basta morar no fim do mundo, é a pior civilização em questão de zona. porra que inferno",[],[],[],[],https://twitter.com/an_magnani/status/1638575604814565378,
1634011013086412801,sadyeahboi,?,https://pbs.twimg.com/profile_images/1662594169506758656/E-XSAacX_bigger.jpg,1,0,3,False,2023-03-10T01:59:18+00:00,gente que luxo o brt amarelo,[],[],[],[],https://twitter.com/sadyeahboi/status/1634011013086412801,
1658476044050141188,simonelopa1,Simone Lopa,https://pbs.twimg.com/profile_images/1593195139857616896/zdmLosmo_bigger.jpg,0,0,2,False,2023-05-16T14:14:36+00:00,"Podem falar o que for do 
@eduardopaes
, agora uma coisa é certa o cara tenta melhorar. O brt amarelo, vulgo abelhão é confortável. Agora na estação Alvorada posto de vacinação montado. O carioca precisa a aprender fazer sua parte.",[],['eduardopaes'],[],[],https://twitter.com/simonelopa1/status/1658476044050141188,
1630999265408417796,zoeperiferica,Universitária tarja preta,https://pbs.twimg.com/profile_images/1645598115569778688/sI2Ij_Rn_bigger.jpg,1,0,3,False,2023-03-01T18:31:42+00:00,As pessoas registrando o primeiro BRT amarelo que pegam no fundão é uma vibe que são os periféricos entendem,[],[],[],[],https://twitter.com/zoeperiferica/status/1630999265408417796,
1619302058716459009,mtrodrigues08,Matheus Rodrigues,https://pbs.twimg.com/profile_images/1618611912928907264/j1p-WhcD_bigger.jpg,0,1,0,False,2023-01-28T11:51:10+00:00,E eu que tô feliz pq peguei o novo Brt amarelo.,[],[],[],[],https://twitter.com/mtrodrigues08/status/1619302058716459009,
1648340044103426048,annabiatr_,Anna Beatriz ☭,https://pbs.twimg.com/profile_images/1633981880075780096/bpgrnZfv_bigger.jpg,0,0,0,False,2023-04-18T14:57:45+00:00,meta desse ano= andar de brt amarelo ,[],[],[],[],https://twitter.com/annabiatr_/status/1648340044103426048,
1631290691321049093,learrrrrrn,lari,https://pbs.twimg.com/profile_images/1592731531340128256/F-6qamsl_bigger.jpg,0,0,3,True,2023-03-02T13:49:43+00:00,a penha ali na moral emocionada dentro de um brt amarelo por ter acesso ao minimo!!!!!! obrigada prefeito,[],[],"['https://pbs.twimg.com/media/FqJyUwVWcAMEtlO?format=jpg&name=small', 'https://pbs.twimg.com/media/FqJyUwVWcAEwBEb?format=jpg&name=small']",[],https://twitter.com/learrrrrrn/status/1631290691321049093,
1638689363344388096,nuneslaurah,Laura Nunes,https://pbs.twimg.com/profile_images/1626012143714816000/v-3D6WqN_bigger.jpg,1,0,0,False,2023-03-22T23:49:24+00:00,Colocaram o brt amarelo p lá? Mds que sonho,[],[],[],[],https://twitter.com/nuneslaurah/status/1638689363344388096,
1631026114381455364,brilhinhx,mãnú,https://pbs.twimg.com/profile_images/1666639344214458369/badl6yjL_bigger.jpg,0,1,5,False,2023-03-01T20:18:23+00:00,Voltando pra casa de brt amarelo sentadinha hmmmmm,[],[],[],[],https://twitter.com/brilhinhx/status/1631026114381455364,
1641892915864653845,_mathespindola,espíndola,https://pbs.twimg.com/profile_images/1663576709684162561/IrRaZ07R_bigger.jpg,0,0,1,False,2023-03-31T19:59:10+00:00,repúdio contra o BRT amarelo: a cara pra segurar tá alta demais,[],[],[],[],https://twitter.com/_mathespindola/status/1641892915864653845,
1653756425250787329,onurbmi_,bruno,https://pbs.twimg.com/profile_images/1654293176599937028/nL85M6FJ_bigger.jpg,0,0,1,False,2023-05-03T13:40:31+00:00,brt amarelo vc sempre sera famoso,[],[],[],[],https://twitter.com/onurbmi_/status/1653756425250787329,
1646875065487695872,Briciorc,Fabricio Ribeiro,https://pbs.twimg.com/profile_images/527797207354073089/yJHjbl3L_bigger.jpeg,5,0,5,False,2023-04-14T13:56:27+00:00,"Sou usuário da transolimpica e alerto a todos para não caírem na ilusão do brt amarelo, só melhorou a questão do ar condicionado, sobre intervalos não mudou muita coisa, principalmente domingo intervalos longos, linhas que não rodam.",[],[],[],[],https://twitter.com/Briciorc/status/1646875065487695872,
1648743294795382790,odieguitoss,Dieguito,https://pbs.twimg.com/profile_images/1630761629313794053/Uk8lQKQo_bigger.jpg,1,0,0,False,2023-04-19T17:40:08+00:00,Amgs do Rio de Janeiro me levem pra pegar o BRT *AMARELO* pra eu fingir q tive uma experiência de pegar BRT,[],[],[],[],https://twitter.com/odieguitoss/status/1648743294795382790,
1636574424198438913,CarruloPacheco,Beirute,https://pbs.twimg.com/profile_images/1670545856137658373/IlXgV6-H_bigger.jpg,1,0,1,False,2023-03-17T03:45:23+00:00,"Tú, Diuno, Ávila, Milioni e eu, num BRT amarelo indo sabe Deus onde",[],[],[],[],https://twitter.com/CarruloPacheco/status/1636574424198438913,
1611513627647041536,messias_gm,∆DV∆N7,https://pbs.twimg.com/profile_images/1350314561262530566/fhushlUN_bigger.jpg,0,0,0,False,2023-01-07T00:02:43+00:00,"Esse novo BRT amarelo aqui do Jardim oceânico é top, se ficar assim, vagabundo não quebrar.",[],[],[],[],https://twitter.com/messias_gm/status/1611513627647041536,
